shark_seq_number	p16S_shark_12SPCR.30C.Coastal.Skew1.2.S37.L001	p16S_shark_12SPCR.30C.Coastal.Skew1.3.S45.L001	p16S_shark_12SPCR.30C.Coastal.Skew2.1.S30.L001	p16S_shark_12SPCR.30C.North.Even.1.S34.L001	p16S_shark_12SPCR.30C.North.Even.3.S50.L001	p16S_shark_12SPCR.30C.North.Skew1.1.S35.L001	p16S_shark_12SPCR.30C.North.Skew1.2.S43.L001	p16S_shark_12SPCR.30C.North.Skew2.3.S54.L001	p16S_shark_12SPCR.30C.Oceanic.Even.2.S39.L001	p16S_shark_12SPCR.30C.Oceanic.Even.3.S47.L001	p16S_shark_12SPCR.30C.Oceanic.Skew1.3.S48.L001	p16S_shark_12SPCR.30C.Oceanic.Skew2.2.S41.L001	p16S_shark_12SPCR.30C.Oceanic.Skew2.3.S49.L001	p16S_shark_12SPCR.33C.Coastal.Even.2.S63.L001	p16S_shark_12SPCR.33C.Coastal.Even.3.S71.L001	p16S_shark_12SPCR.33C.Coastal.Skew1.1.S56.L001	p16S_shark_12SPCR.33C.Coastal.Skew1.2.S64.L001	p16S_shark_12SPCR.33C.Coastal.Skew1.3.S72.L001	p16S_shark_12SPCR.33C.Coastal.Skew2.1.S57.L001	p16S_shark_12SPCR.33C.Coastal.Skew2.2.S65.L001	p16S_shark_12SPCR.33C.North.Even.1.S61.L001	p16S_shark_12SPCR.33C.North.Even.2.S69.L001	p16S_shark_12SPCR.33C.North.Even.3.S77.L001	p16S_shark_12SPCR.33C.North.Skew2.1.S79.L001	p16S_shark_12SPCR.33C.North.Skew2.2.S80.L001	p16S_shark_12SPCR.33C.Oceanic.Even.1.S58.L001	p16S_shark_12SPCR.33C.Oceanic.Even.2.S66.L001	p16S_shark_12SPCR.33C.Oceanic.Even.3.S74.L001	p16S_shark_12SPCR.33C.Oceanic.Skew1.1.S59.L001	p16S_shark_12SPCR.33C.Oceanic.Skew1.2.S67.L001	p16S_shark_12SPCR.33C.Oceanic.Skew1.3.S75.L001	p16S_shark_12SPCR.33C.Oceanic.Skew2.2.S68.L001	p16S_shark_12SPCR.33C.Oceanic.Skew2.3.S76.L001	p16S_shark_12SPCR.36C.Coastal.Even.2.S90.L001	p16S_shark_12SPCR.36C.Coastal.Even.3.S98.L001	p16S_shark_12SPCR.36C.Coastal.Skew1.1.S83.L001	p16S_shark_12SPCR.36C.Coastal.Skew1.3.S99.L001	p16S_shark_12SPCR.36C.Coastal.Skew2.1.S84.L001	p16S_shark_12SPCR.36C.Coastal.Skew2.2.S92.L001	p16S_shark_12SPCR.36C.Coastal.Skew2.3.S100.L001	p16S_shark_12SPCR.36C.North.Even.1.S88.L001	p16S_shark_12SPCR.36C.North.Even.2.S96.L001	p16S_shark_12SPCR.36C.North.Skew1.3.S105.L001	p16S_shark_12SPCR.36C.North.Skew2.2.S106.L001	p16S_shark_12SPCR.36C.Oceanic.Skew1.2.S94.L001	p16S_shark_12SPCR.36C.Oceanic.Skew2.1.S87.L001	p16S_shark_12SPCR.39C.Blackfin.Tuna.S133.L001	p16S_shark_12SPCR.39C.Coastal.Even.2.S115.L001	p16S_shark_12SPCR.39C.Coastal.Even.3.S121.L001	p16S_shark_12SPCR.39C.Coastal.Skew1.2.S116.L001	p16S_shark_12SPCR.39C.Coastal.Skew2.1.S135.L001	p16S_shark_12SPCR.39C.Coastal.Skew2.2.S117.L001	p16S_shark_12SPCR.39C.Coastal.Skew2.3.S123.L001	p16S_shark_12SPCR.39C.North.Even.1.S113.L001	p16S_shark_12SPCR.39C.North.Skew1.2.S120.L001	p16S_shark_12SPCR.39C.North.Skew1.3.S128.L001	p16S_shark_12SPCR.39C.North.Skew2.3.S131.L001	p16S_shark_12SPCR.39C.Oceanic.Even.1.S110.L001	p16S_shark_12SPCR.39C.Oceanic.Even.2.S136.L001	p16S_shark_12SPCR.39C.Oceanic.Even.3.S124.L001	p16S_shark_12SPCR.39C.Oceanic.Skew1.1.S111.L001	p16S_shark_12SPCR.39C.Oceanic.Skew1.2.S118.L001	p16S_shark_12SPCR.39C.Oceanic.Skew1.3.S125.L001	p16S_shark_12SPCR.39C.Oceanic.Skew2.1.S112.L001	p16S_shark_12SPCR.39C.Oceanic.Skew2.2.S137.L001	p16S_shark_12SPCR.39C.Tilapia.S132.L001	p16S_shark_16SPCR.Coastal.Even.1.S1.L001	p16S_shark_16SPCR.Coastal.Even.2.S9.L001	p16S_shark_16SPCR.Coastal.Even.3.S17.L001	p16S_shark_16SPCR.Coastal.Skew1.1.S2.L001	p16S_shark_16SPCR.Coastal.Skew1.2.S10.L001	p16S_shark_16SPCR.Coastal.Skew1.3.S18.L001	p16S_shark_16SPCR.Coastal.Skew2.1.S3.L001	p16S_shark_16SPCR.Coastal.Skew2.2.S11.L001	p16S_shark_16SPCR.Coastal.Skew2.3.S19.L001	p16S_shark_16SPCR.North.Even.1.S7.L001	p16S_shark_16SPCR.North.Even.2.S15.L001	p16S_shark_16SPCR.North.Even.3.S23.L001	p16S_shark_12SPCR.30C.Coastal.Skew1.1.S29.L001	p16S_shark_12SPCR.30C.North.Even.2.S42.L001	p16S_shark_12SPCR.30C.North.Skew1.3.S51.L001	p16S_shark_12SPCR.30C.North.Skew2.2.S53.L001	p16S_shark_12SPCR.30C.Oceanic.Even.1.S31.L001	p16S_shark_12SPCR.30C.Oceanic.Skew1.2.S40.L001	p16S_shark_12SPCR.33C.Coastal.Skew2.3.S73.L001	p16S_shark_12SPCR.36C.North.Even.3.S104.L001	p16S_shark_12SPCR.36C.North.Skew1.2.S97.L001	p16S_shark_12SPCR.36C.North.Skew2.1.S134.L001	p16S_shark_12SPCR.36C.North.Skew2.3.S107.L001	p16S_shark_12SPCR.36C.Oceanic.Even.1.S85.L001	p16S_shark_12SPCR.36C.Oceanic.Even.3.S101.L001	p16S_shark_12SPCR.36C.Oceanic.Skew1.1.S86.L001	p16S_shark_12SPCR.36C.Oceanic.Skew1.3.S102.L001	p16S_shark_12SPCR.36C.Oceanic.Skew2.3.S103.L001	p16S_shark_12SPCR.39C.Coastal.Even.1.S108.L001	p16S_shark_12SPCR.39C.Coastal.Skew1.1.S109.L001	p16S_shark_12SPCR.39C.Coastal.Skew1.3.S122.L001	p16S_shark_12SPCR.39C.North.Even.3.S127.L001	p16S_shark_12SPCR.39C.North.Skew1.1.S114.L001	p16S_shark_12SPCR.39C.North.Skew2.1.S129.L001	p16S_shark_12SPCR.39C.North.Skew2.2.S130.L001	p16S_shark_12SPCR.39C.Oceanic.Skew2.3.S126.L001	taxonomy	taxonomy_confidence	accessions
merged_p16S_shark_149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus keta;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KU170138.1;KU170137.1;EF455489.1;KF792729.1;KF792729.1;KU170131.1;KR476952.1;KU170135.1;KU170132.1;KU170128.1;KU170129.1;KU170130.1;KJ010737.1;KU170136.1;KU170134.1;KU170133.1;KU170139.1;GU018123.1;KF792729.1
merged_p16S_shark_150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Pleuronectidae;genus:Platichthys;species:Platichthys stellatus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:86.8333333333;genus:29.4373015873;species:29.4373015873;	EF458340.1;EF119241.1;EF458443.1;KJ010583.1;EF119260.1;EF458352.1;EF119300.1;EF119330.1;EF119288.1;EF119275.1;EF458356.1;EF119301.1;EF119289.1;KJ010589.1;KJ010615.1;EF119261.1;KJ010672.1;KJ010580.1;KJ010572.1;KJ010578.1;EF458432.1;KJ010604.1;KJ010683.1;EF119270.1;EF458438.1;KR779483.1;EF119320.1;KJ010666.1;EF458382.1;KR779487.1;EF458351.1;KJ010760.1;EF458420.1;EF458394.1;EF446572.1;KJ010601.1;KJ879183.1;KJ010573.1;EF458373.1;KJ010646.1;EF119299.1;EF458350.1;KJ010616.1;KJ010694.1
merged_p16S_shark_151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Rhinopristiformes;family:Rhinobatidae;genus:Aptychotrema;species:Aptychotrema vincentiana;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KR153504.1
merged_p16S_shark_152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Cottidae;genus:Leptocottus;species:Leptocottus armatus;	superkingdom:100.0;phylum:100.0;class:100.0;order:95.0;family:87.5;genus:48.0666666667;species:48.0666666667;	EF119250.1;EF458429.1;KJ010730.1;EF119314.1;EF119247.1;EF119271.1;EF458342.1;EF458376.1;KJ010752.1;KJ010656.1;KJ010655.1;EF458357.1;KR779493.1;KJ010695.1;KJ010631.1;EF458351.1;KJ010760.1;EF458441.1;KR779496.1;KJ010694.1;EF458355.1;EF458422.1;KJ010565.1;EF119323.1;KJ879093.1;EF119322.1;EF446553.2;KJ010753.1;KJ879165.1;KJ010571.1;KJ879092.1;EF119264.1;KJ879142.1;KJ879039.1;EF446492.1;KJ879160.1;EF446578.1;EF119306.1;EF458464.1;EF458463.1;KJ879023.1;EF446572.1;EF458480.1;KJ879022.1;KR779498.1;EF119317.1;KJ010650.1;EF458403.1;EF446561.1;KJ010706.1;KJ879124.1;KJ010673.1;KJ010567.1;KJ010596.1;KJ010597.1;EF446602.1;KJ010626.1;EF119269.2;KJ010562.1;KJ879044.1;EF446512.1;EF446511.1;KJ010554.1;KJ010600.1;EF458381.1;KR779499.1;KJ010689.1;KJ010705.1;EF119294.1;EF458430.1;EF119257.1;EF119295.1;KJ010568.1
merged_p16S_shark_153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Myliobatiformes;family:Myliobatidae;genus:Myliobatis;species:Myliobatis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KF317716.1;KM364985.1;KX688083.1;EU848472.1;KM364983.1;KM364984.1;KM364988.1;KM364982.1;KM364993.1;KM364991.1
merged_p16S_shark_154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Myliobatiformes;family:Myliobatidae;genus:Myliobatis;species:Myliobatis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KF317716.1;KM364985.1;KX688083.1;EU848472.1;KM364993.1;KM364982.1;KM364991.1;KM364984.1;KM364983.1;KM364988.1
merged_p16S_shark_155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Myliobatiformes;family:Myliobatidae;genus:Myliobatis;species:Myliobatis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KF317716.1;KM364985.1;KX688083.1;EU848472.1;KM364993.1;KM364982.1;KM364991.1;KM364983.1;KM364984.1;KM364988.1
merged_p16S_shark_156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Rhinopristiformes;family:Rhinobatidae;genus:Aptychotrema;species:Aptychotrema vincentiana;	superkingdom:100.0;phylum:100.0;class:99.0;order:99.0;family:99.0;genus:99.0;species:99.0;	EF458473.1;KJ010730.1;EF119247.1;EF119314.1;EF119271.1;EF458342.1;EF458376.1;KR153504.1;KJ010656.1;KJ010655.1;EF458346.1;KJ010695.1;EF458357.1;KJ010694.1;EF458351.1;EF458441.1;KJ010760.1;KJ010575.1;KJ010753.1;KJ879075.1;KJ879165.1;EF446513.1;EF119264.1;KJ010594.1;KJ879128.1;EF446598.1;KJ010601.1;EF119307.1;EF458379.1;KJ010646.1;KJ879023.1;KJ010643.1;EF446574.1;EF446523.1;KR779498.1;KJ010650.1;EF458403.1;KJ879127.1;KJ010567.1;KJ010626.1;KJ010562.1;EF446511.1;EF458394.1;KJ879030.1;KJ010689.1;EF458452.1;EF119257.1;KJ010568.1;KJ010608.1;KJ010616.1;KJ010561.1
merged_p16S_shark_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Cottidae;genus:Scorpaenichthys;species:Scorpaenichthys marmoratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KJ010705.1;KR779493.1;KJ010714.1;EF458370.1;KJ010696.1;EF119318.1;KR779496.1;EF458449.1;KJ010730.1;EF458429.1;EF458399.1
merged_p16S_shark_158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus nerka;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.3333333333;	KU170135.1;KU170136.1;KU170131.1;KF792729.1;KF792729.1;KU170128.1;KU170130.1;KU170129.1;KU170132.1;KJ010737.1;KR476952.1;KU170134.1;KU170133.1;KU170138.1;GU018123.1;KU170137.1;KU170139.1;EF455489.1;KF792729.1
merged_p16S_shark_159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus keta;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:99.5;	KU170138.1;KU170137.1;EF455489.1;KF792729.1;KF792729.1;KU170131.1;KR476952.1;KU170135.1;KU170128.1;KJ010737.1;KU170130.1;KU170129.1;KU170132.1;KU170136.1;KU170134.1;KU170133.1;KU170139.1;GU018123.1;KF792729.1
merged_p16S_shark_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Sebastidae;genus:Sebastes;species:Sebastolobus alascanus;	superkingdom:100.0;phylum:100.0;class:100.0;order:95.5;family:56.1666666667;genus:39.1666666667;species:17.0;	KJ879093.1;EF119314.1;EF446548.1;EF446600.1;KJ010575.1;KJ879124.1;KJ010571.1;EF119318.1;EF458355.1;KJ879141.1;EF446492.1;EF446523.1;KJ010601.1;EF458351.1;KJ879024.1;KJ879184.1;KJ010730.1;KJ879165.1;KJ879160.1;EF446553.2;EF446561.1;EF446574.1;EF458403.1;KJ010650.1;KJ879052.1;EF458346.1;KJ010626.1;EF446578.1;EF446515.1;EF458480.1;EF458463.1;KJ010673.1;KJ879030.1;KJ010648.1;EF119323.1;EF458436.1;KJ010625.1;KJ010613.1;KJ010599.1;EF119322.1;EF458460.1;KJ010753.1;EF458358.1;KJ010706.1;EF458353.1
merged_p16S_shark_161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus keta;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KU170138.1;KU170137.1;EF455489.1;KF792729.1;KF792729.1;KU170131.1;KR476952.1;KU170135.1;KJ010737.1;KU170129.1;KU170128.1;KU170132.1;KU170130.1;KU170136.1;KU170139.1;KU170133.1;KU170134.1;GU018123.1;KF792729.1
merged_p16S_shark_162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus mykiss;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:63.5666666667;	KR476952.1;KU170131.1;KU170139.1;KJ010737.1;KU170129.1;KU170130.1;KU170128.1;KU170132.1;KU170138.1;KU170133.1;KU170134.1;KU170137.1;KF792729.1;KF792729.1;GU018123.1;EF455489.1;KU170135.1;KU170136.1;KU170140.1;KF792729.1
merged_p16S_shark_163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus mykiss;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KR476952.1;KU170139.1;KU170131.1;KU170129.1;KJ010737.1;KU170130.1;KU170128.1;KU170132.1;KF792729.1;KF792729.1;KU170134.1;KU170133.1;GU018123.1;KU170138.1;KU170135.1;KU170136.1;KU170137.1;EF455489.1;KF792729.1;KU170140.1
merged_p16S_shark_164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Bathymasteridae;genus:Bathymaster;species:Bathymaster signatus;	superkingdom:100.0;phylum:100.0;class:100.0;order:79.5;family:20.0;genus:20.0;species:20.0;	KR779496.1;KJ010625.1;KJ010626.1;KJ010673.1;KJ010575.1;EF458480.1;KJ010650.1;EF458403.1;KJ010648.1;EF119323.1;KJ010694.1;KJ879092.1;EF458460.1;EF119322.1;KJ010601.1;KJ010698.1;KJ010699.1;EF446519.1;KJ010713.1;EF119264.1;EF119253.1;KJ010596.1;KJ010700.1;EF458450.1;KJ010697.1;EF458477.1;KJ010631.1;KJ010705.1;KR779493.1;KJ010696.1;EF458449.1;EF458398.1;EF458363.1;EF458353.1;EF458349.1;EF458440.1;KR779511.1;EF458378.1;KJ010718.1;KJ010568.1;KR779488.1;KJ010753.1;KJ010643.1;KR779478.1;EF119250.1
merged_p16S_shark_165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Salmoniformes;family:Salmonidae;genus:Oncorhynchus;species:Oncorhynchus kisutch;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.1333333333;	KU170132.1;KJ010737.1;KU170134.1;KU170133.1;GU018123.1;KU170131.1;KU170128.1;KU170129.1;KU170130.1;KF792729.1;KF792729.1;KR476952.1;KU170135.1;KU170139.1;KU170136.1;KU170138.1;KU170137.1;EF455489.1;KF792729.1
merged_p16S_shark_166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Myliobatiformes;family:Myliobatidae;genus:Myliobatis;species:Myliobatis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KF317716.1;KM364985.1;KX688083.1;EU848472.1;KM364993.1;KM364982.1;KM364991.1;KM364988.1;KM364983.1;KM364984.1
merged_p16S_shark_167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Myliobatiformes;family:Myliobatidae;genus:Myliobatis;species:Myliobatis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KF317716.1;KM364985.1;KX688083.1;EU848472.1;KM364993.1;KM364982.1;KM364991.1;KM364988.1;KM364983.1;KM364984.1
merged_p16S_shark_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Sciaenidae;genus:Genyonemus;species:Genyonemus lineatus;	superkingdom:100.0;phylum:100.0;class:100.0;order:68.6666666667;family:100.0;genus:100.0;species:100.0;	KJ010673.1;KJ010625.1;KJ010626.1
